"GenusSpp","Conc.cellsmL","totbiovol.um3mL","indbiovol.um3","date","month","CY","genus","order","class","diaztroph","diaztroph.fac"
"Microcystis aeruginosa",1599.86666666667,104657.944444444,65.4166666666667,2018-10-16,10,2018,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis aeruginosa",508909.677419355,17045081.4623656,33.4933333333333,2018-09-11,9,2018,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis aeruginosa",1661.4,108683.25,65.4166666666667,2019-07-16,7,2019,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis aeruginosa",304.285714285714,10191.5428571429,33.4933333333333,2017-07-11,7,2017,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis aeruginosa",7500,251200,33.4933333333333,2017-08-15,8,2017,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis botrys",57.5,NA,130.9,2011-06-26,6,2011,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis cf. protocystis",11908.26,NA,78,2011-06-26,6,2011,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis cf. smithii (cell pair)",18145.92,NA,NA,2009-08-23,8,2009,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis cf. smithii (colony)",125887.32,NA,NA,2009-08-23,8,2009,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis cf. smithii (unicell)",21548.28,NA,NA,2009-08-23,8,2009,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis flos aquae",35500,501615,14.13,2020-09-15,9,2020,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis flos aquae",3112500,69838015.625,22.4379166666667,2020-08-11,8,2020,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",332220.816,NA,44.6,2013-06-13,6,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",3266.2656,NA,195.4,2012-10-24,10,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",29,NA,220.9,2014-05-20,5,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",3450,NA,164.6,2013-09-23,9,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",154,NA,179.6,2013-05-05,5,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",50265.088,NA,65.4,2015-08-16,8,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",12,NA,87.1,2012-06-13,6,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",2905.9504,NA,87.1,2014-06-16,6,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",3280,NA,47.7,2013-09-23,9,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",16000,226080,14.13,2016-07-15,7,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",1100,36842.6666666667,33.4933333333333,2016-08-15,8,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",3600,NA,143.8,2012-08-03,8,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",3856.008,NA,28.7,2013-08-13,8,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",70685.28,NA,54.4,2014-09-15,9,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",28620,NA,65.4,2015-10-14,10,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",756,NA,65.4,2015-05-15,5,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",3600,NA,65.4,2014-10-15,10,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",93,NA,65.4,2014-05-20,5,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",8639.312,NA,78,2016-06-15,6,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",27218.88,NA,124.8,2013-08-13,8,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",26310.632,NA,65.4,2014-08-14,8,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",2450,NA,113.1,2012-08-28,8,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",69114.496,6334090.57952,78,2016-05-15,5,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",38484.208,NA,65.4,2013-06-13,6,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",1893.33333333333,123855.555555556,65.4166666666667,2020-09-15,9,2020,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",55860,NA,57.9,2015-09-15,9,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",220,NA,87.1,2014-07-14,7,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",3298.06451612903,110463.174193548,33.4933333333333,2019-10-15,10,2019,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",140,NA,191.4,2015-08-16,8,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",33,NA,87.1,2015-05-15,5,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis sp.",9200,NA,75.8,2015-07-15,7,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp.",5784.012,NA,73.6,2011-06-26,6,2011,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp.",8108.958,NA,73.6,2011-06-26,6,2011,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",942.4704,NA,129.4,2014-05-20,5,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",1570.784,NA,57.9,2014-09-15,9,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",628.3136,NA,130.9,2015-06-15,6,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",785.392,NA,130.9,2015-07-15,7,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",3141.568,NA,150.5,2014-10-15,10,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",1570.784,NA,102.2,2013-09-23,9,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",942.4704,NA,78,2016-06-15,6,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",3141.568,NA,87.1,2015-08-16,8,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",314.1568,NA,130.9,2015-05-15,5,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",628.3136,NA,78,2016-05-15,5,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",6283.136,NA,143.8,2014-08-14,8,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",6283.136,NA,87.1,2015-10-14,10,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",14516.736,NA,82.4,2013-08-13,8,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",3629.184,NA,78,2012-08-28,8,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",6283.136,NA,87.1,2015-09-15,9,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",1570.784,NA,65.4,2014-07-14,7,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",6283.136,NA,61.6,2013-06-13,6,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",3141.568,NA,92,2012-08-03,8,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",314.1568,NA,164.6,2013-05-05,5,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (cell pair)",1570.784,NA,65.4,2012-06-13,6,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",628.3136,NA,78,2016-06-15,6,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",628.3136,NA,78,2016-05-15,5,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",785.392,NA,130.9,2015-06-15,6,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",785.392,NA,102.2,2013-09-23,9,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",314.1568,NA,130.9,2015-05-15,5,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",3141.568,NA,92,2012-08-03,8,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",314.1568,NA,129.4,2014-05-20,5,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",3141.568,NA,87.1,2015-08-16,8,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",1570.784,NA,143.8,2014-08-14,8,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",7258.368,NA,44.6,2012-08-28,8,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",15424.032,NA,82.4,2013-08-13,8,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",4712.352,NA,130.9,2015-07-15,7,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",3141.568,NA,87.1,2015-10-14,10,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",1570.784,NA,150.5,2014-10-15,10,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",2984.4896,NA,65.4,2012-06-13,6,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",471.2352,NA,89.5,2013-05-05,5,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",10995.488,NA,61.6,2013-06-13,6,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis spp. (unicell)",10995.488,NA,87.1,2015-09-15,9,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis viridis",360,NA,102.2,2013-09-23,9,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis viridis",438248.736,NA,78,2013-06-13,6,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",450926.112,65800736.57456,140.5,2012-10-24,10,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",14444.4444444444,483792.592592593,33.4933333333333,2016-09-15,9,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",147653.696,21745122.1144,107.5,2015-08-16,8,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",261301.248,NA,118.8,2012-08-28,8,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",129196.984,NA,78,2014-08-14,8,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",172386.24,26647624.988,97,2013-08-13,8,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",2968781.76,470475903.1088,97,2013-06-13,6,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",3700,NA,107.5,2016-05-15,5,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",7938.84,NA,65.4,2011-06-26,6,2011,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",28274.112,13598424.264,137.3,2012-08-03,8,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",371097.72,33190891.44192,78,2014-09-15,9,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",89534.688,11389183.4672,107.5,2013-09-23,9,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",54192.048,13370057.4672,164.6,2015-07-15,7,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",10838.4096,1466333.07296,97,2013-05-05,5,2013,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",16000,535893.333333333,33.4933333333333,2016-10-16,10,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",240,NA,107.5,2016-06-15,6,2016,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",34635.7872,9943194.47792,164.6,2015-06-15,6,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",175788.6,NA,NA,2009-08-23,8,2009,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",12095.0368,2672026.84856,164.6,2015-05-15,5,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",87178.512,14172001.7872,107.5,2014-07-14,7,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",142941.344,20178069.032,130.9,2014-10-15,10,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",63616.752,11701761.9472,107.5,2015-09-15,9,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",18849.408,4834795.17904,199.5,2014-05-20,5,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",5262.1264,1623295.90784,143.8,2012-06-13,6,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",68486.1824,NA,116.9,2014-06-16,6,2014,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis wesenbergii",62045.968,13147306.6192,107.5,2015-10-14,10,2015,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis/Anabaena spp. (cell pair)",5080.8576,NA,87.1,2012-10-24,10,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"Microcystis/Anabaena spp. (unicell)",3992.1024,NA,87.1,2012-10-24,10,2012,"Microcystis","Chroococcales","Cyanophyceae",0,"nondiaz"
"microflagellate spp.",4712.352,43353.6384,9.2,2014-08-14,8,2014,NA,"unid","unid",NA,"NoClass"
"microflagellate spp.",56.706,464.9892,8.2,2011-06-26,6,2011,NA,"unid","unid",NA,"NoClass"
"microflagellate spp.",1570.784,15393.6832,9.8,2013-06-13,6,2013,NA,"unid","unid",NA,"NoClass"
"microflagellate spp.",3141.568,28902.4256,9.2,2014-07-14,7,2014,NA,"unid","unid",NA,"NoClass"
"microflagellate spp.",1701.18,NA,NA,2009-08-23,8,2009,NA,"unid","unid",NA,"NoClass"
"microflagellate spp.",157.0784,2214.80544,14.1,2012-06-13,6,2012,NA,"unid","unid",NA,"NoClass"
"microflagellate spp.",392.696,3612.8032,9.2,2015-06-15,6,2015,NA,"unid","unid",NA,"NoClass"
"microflagellate spp.",1570.784,39269.6,25,2014-10-15,10,2014,NA,"unid","unid",NA,"NoClass"
"microflagellate spp.",628.3136,5780.48512,9.2,2015-05-15,5,2015,NA,"unid","unid",NA,"NoClass"
"microflagellate spp.",1727.8624,NA,10.9,2014-05-20,5,2014,NA,"unid","unid",NA,"NoClass"
"microflagellate spp.",3455.7248,NA,10.9,2014-06-16,6,2014,NA,"unid","unid",NA,"NoClass"
"Monoraphidium arcuatum",50,261.666666666667,5.23333333333333,2016-07-15,7,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",50,30091.6666666667,601.833333333333,2016-10-16,10,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",628.3136,NA,25.4,2013-05-05,5,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",78.5392,NA,47.1,2016-05-15,5,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",157.0784,NA,31,2014-05-20,5,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",362.9184,NA,13.3,2012-10-24,10,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",350,1831.66666666667,5.23333333333333,2016-08-15,8,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",5,NA,NA,2009-08-23,8,2009,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",39.2696,NA,31,2015-05-15,5,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",50.7142857142857,265.404761904762,5.23333333333333,2018-05-15,5,2018,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",39.2696,NA,31,2015-06-15,6,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium arcuatum",392.696,NA,25.4,2013-06-13,6,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium circinale",196.348,NA,12.8,2015-06-15,6,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium circinale",3141.568,NA,4.7,2014-10-15,10,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium circinale",1570.784,NA,11.9,2015-10-14,10,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium circinale",1134.12,NA,NA,2009-08-23,8,2009,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium circinale",14137.056,497016.2744,10.5,2012-08-03,8,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium circinale",628.3136,NA,4.7,2014-05-20,5,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium circinale",628.3136,NA,2.2,2013-05-05,5,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium circinale",181.4592,NA,10.5,2012-10-24,10,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium circinale",314.1568,NA,12.8,2015-05-15,5,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium circinale",33569.952,935931.2256,10.5,2012-08-28,8,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",20,NA,3.9,2013-09-23,9,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",392.696,NA,23.7,2014-08-14,8,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",1570.784,NA,10.4,2015-07-15,7,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",314.1568,NA,14.7,2013-05-05,5,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",78.5392,NA,19.2,2016-05-15,5,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",453.648,NA,3.9,2013-08-13,8,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",150,314,2.09333333333333,2017-06-13,6,2017,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",181.4592,NA,3.9,2012-10-24,10,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",392.696,NA,10.4,2015-08-16,8,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",10,NA,23.7,2014-09-15,9,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",100,1354.125,13.54125,2017-05-15,5,2017,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium contortum",39.2696,NA,3.9,2014-05-20,5,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium griffithi",50,794.8125,15.89625,2019-09-17,9,2019,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium griffithi",11.8333333333333,219.843611111111,18.5783333333333,2020-05-12,5,2020,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium griffithi",500,23550,47.1,2017-08-15,8,2017,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium griffithi",45.8064516129032,2481.1064516129,54.165,2019-10-15,10,2019,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium griffithii",10,NA,34.9,2014-09-15,9,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium griffithii",30,NA,66.5,2014-10-15,10,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium griffithii",118.333333333333,16720.5,141.3,2020-09-15,9,2020,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium griffithii",20,NA,110.4,2014-07-14,7,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium griffithii",1,NA,34.9,2015-05-15,5,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium griffithii",2,NA,110.4,2014-06-16,6,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium irregulare",153.833333333333,2717.08125,17.6625,2020-05-12,5,2020,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",198.8,10182.7845,51.22125,2019-05-14,5,2019,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",75,3375,45,2016-08-15,8,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",28.4,2140.224,75.36,2019-07-16,7,2019,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",18.9333333333333,297.253333333333,15.7,2018-10-16,10,2018,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",39.2696,NA,49.4,2014-05-20,5,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",600,5495,9.15833333333333,2016-07-15,7,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",4,NA,152.3,2012-10-24,10,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",833.333333333333,13374.0740740741,16.0488888888889,2016-09-15,9,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",150,48513,323.42,2017-06-13,6,2017,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",10,NA,116.1,2013-08-13,8,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",84.5238095238095,65.314453125,0.772734375,2018-05-15,5,2018,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",10,NA,125.7,2013-06-13,6,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",1,NA,75.4,2015-05-15,5,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",1,NA,195.4,2012-06-13,6,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",800,15002.2222222222,18.7527777777778,2017-05-15,5,2017,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",45.8064516129032,2684.8688172043,58.6133333333333,2019-10-15,10,2019,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",20,NA,91.7,2014-09-15,9,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",4,NA,75.4,2016-05-15,5,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium komarkovae",50,7429.24,148.5848,2018-08-14,8,2018,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium minutum",550,7473.71900826446,13.5885800150263,2017-06-13,6,2017,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium minutum",50,2237.25,44.745,2020-06-16,6,2020,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium minutum",275,1727,6.28,2016-08-15,8,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium minutum",175,4945.5,28.26,2016-10-16,10,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium minutum",157.0784,NA,40.9,2012-06-13,6,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium minutum",11.8333333333333,334.41,28.26,2020-05-12,5,2020,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium minutum",157.0784,NA,51.3,2013-05-05,5,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
